knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K00221	70.53	full	all	0.959330	81	59	336	209	3.37	0.590	alkylmercury lyase [EC:4.99.1.2]
K00222	408.73	domain	trim	0.613692	404	394	1274	405	1.87	0.590	Delta14-sterol reductase [EC:1.3.1.70]
K00223	429.30	full	all	0.990536	163	160	2036	513	1.00	0.588	Delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00224	254.47	full	trim	0.971734	382	354	901	329	1.39	0.591	chloroplastic oxoene reductase [EC:1.3.1.-]
K00225	233.07	domain	all	0.988761	143	137	1935	582	1.28	0.591	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
K00226	240.03	full	trim	0.727369	898	661	1393	307	5.20	0.590	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227	126.87	domain	trim	0.982420	558	545	1707	275	3.14	0.590	Delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228	41.77	full	all	0.999362	2835	2350	3493	309	1.69	0.591	coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	61.20	domain	trim	0.989307	1031	751	785	176	6.31	0.590	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	139.77	domain	all	0.983407	2113	1755	6106	447	7.57	0.590	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	163.97	full	all	0.900571	1906	1840	7267	626	5.42	0.590	acyl-CoA oxidase [EC:1.3.3.6]
K00234	1074.53	full	all	0.874517	657	634	3087	628	1.02	0.589	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235	438.80	full	all	0.843638	690	652	1763	284	1.19	0.590	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236	122.70	full	trim	0.837418	485	458	1067	177	5.21	0.590	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237	81.80	full	trim	0.944293	388	379	758	152	4.14	0.590	succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239	599.47	domain	all	0.675783	4493	3360	2378	567	2.94	0.590	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K00240	131.77	domain	all	0.630046	4490	3072	1381	239	2.32	0.590	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00241	52.67	full	all	0.927344	4040	2823	1613	161	9.03	0.590	succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00242	60.00	domain	trim	0.947397	2524	1676	657	116	5.07	0.590	succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K00243	120.97	domain	all	0.999555	1524	1126	1050	281	2.88	0.590	uncharacterized protein
K00244	322.47	domain	all	0.816168	1980	1519	3845	459	5.68	0.590	fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245	276.57	full	trim	0.863748	921	496	667	247	1.51	0.589	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246	46.83	full	all	0.929387	932	530	652	213	4.12	0.590	fumarate reductase subunit C
K00247	32.37	full	trim	0.988880	662	316	253	113	2.98	0.591	fumarate reductase subunit D
K00248	522.23	domain	trim	0.618084	666	597	1336	393	2.70	0.590	butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	453.40	full	all	0.395228	3562	2778	4427	386	6.96	0.590	acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	537.30	domain	all	0.933128	139	132	633	326	0.65	0.592	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
K00252	438.80	full	all	0.924969	2500	2130	2300	405	1.73	0.590	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	447.03	domain	trim	0.974156	1662	1432	2090	399	1.84	0.590	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	275.87	full	all	0.971416	3724	3021	4003	358	2.89	0.590	dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	650.80	full	all	0.824116	169	167	1115	409	1.63	0.590	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00256	826.13	full	all	0.071905	16	14	902	700	1.81	0.590	isoquinoline 1-oxidoreductase [EC:1.3.99.16]
K00257	509.17	domain	trim	0.921871	77	33	559	388	1.51	0.590	acyl-ACP dehydrogenase [EC:1.3.99.-]
K00258	659.07	full	all	1.000000	4	4	305	305	0.42	0.589	swainsonine biosynthesis oxidoreductase SwnR [EC:1.3.1.-]
K00259	299.33	full	all	0.993127	2869	2344	872	371	3.18	0.590	alanine dehydrogenase [EC:1.4.1.1]
K00260	620.30	domain	all	0.943078	544	329	535	416	1.15	0.589	glutamate dehydrogenase [EC:1.4.1.2]
K00261	528.20	full	trim	0.727473	2287	1970	2948	417	3.71	0.590	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	464.47	domain	all	0.963350	2833	2201	2217	447	1.91	0.590	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	230.03	full	trim	0.802524	1180	897	913	353	2.22	0.590	leucine dehydrogenase [EC:1.4.1.9]
K00264	2540.63	full	all	0.927950	388	380	6106	2047	1.17	0.590	glutamate synthase (NADH) [EC:1.4.1.14]
K00265	1929.63	domain	trim	0.761917	3462	2840	3769	1501	1.49	0.590	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	484.00	domain	all	0.834849	4153	3355	2873	462	2.03	0.590	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00270	650.63	full	all	1.000000	9	7	381	379	0.54	0.592	phenylalanine dehydrogenase [EC:1.4.1.20]
K00271	506.27	full	all	0.981354	144	134	476	366	0.75	0.591	valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	380.80	full	all	0.774848	251	246	1205	337	2.23	0.590	D-aspartate oxidase [EC:1.4.3.1]
K00273	376.10	full	all	0.552549	358	314	1182	333	3.71	0.590	D-amino-acid oxidase [EC:1.4.3.3]
K00274	231.93	full	all	0.643386	1777	1592	4968	437	7.04	0.590	monoamine oxidase [EC:1.4.3.4]
K00275	35.03	full	all	0.931435	3907	3217	3224	200	5.65	0.590	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	450.63	full	trim	0.903255	1902	1801	8248	620	4.12	0.590	primary-amine oxidase [EC:1.4.3.21]
K00277	512.97	domain	trim	0.892297	225	194	1056	386	0.94	0.590	protein-lysine 6-oxidase [EC:1.4.3.13]
K00278	495.73	domain	all	0.953437	3297	2761	4023	491	2.63	0.590	L-aspartate oxidase [EC:1.4.3.16]
K00279	228.37	full	all	1.000000	889	852	2067	510	1.39	0.589	cytokinin dehydrogenase [EC:1.5.99.12]
K00280	324.73	domain	all	0.939606	593	582	4870	714	2.35	0.590	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281	530.77	full	all	0.994311	3048	2653	5151	952	1.22	0.591	glycine dehydrogenase [EC:1.4.4.2]
K00282	403.77	domain	trim	0.996395	1187	972	823	447	1.92	0.590	glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K00283	508.83	domain	all	0.994814	1185	969	1037	491	1.39	0.589	glycine dehydrogenase subunit 2 [EC:1.4.4.2]
K00284	2091.23	full	all	0.842436	369	348	3139	1509	1.69	0.590	glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	251.77	full	all	0.911069	4046	3271	1868	411	5.50	0.590	D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	56.07	full	all	0.952096	6182	4947	3790	267	4.71	0.590	pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	51.13	domain	all	0.884133	4421	3309	3063	163	4.03	0.590	dihydrofolate reductase [EC:1.5.1.3]
K00288	1349.57	full	all	0.870517	433	431	2778	933	1.36	0.591	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00289	693.17	domain	all	0.972854	308	304	2788	916	0.77	0.588	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	193.83	full	all	0.980689	858	762	2244	373	4.29	0.590	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	538.23	full	trim	0.780021	153	140	928	448	1.74	0.590	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	467.13	full	trim	0.894713	1706	1461	3003	540	2.69	0.590	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295	238.93	full	all	0.934761	166	157	1127	314	1.48	0.590	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00296	-	-	-	-	1	1	413	413	0.39	0.589	D-nopaline dehydrogenase [EC:1.5.1.19]
K00297	29.47	full	all	0.864197	4888	3903	3427	298	6.32	0.590	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00298	323.97	full	all	1.000000	54	42	403	323	1.06	0.589	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299	94.73	domain	all	0.979539	2080	1598	1570	189	4.31	0.590	FMN reductase [EC:1.5.1.38]
K00300	353.40	full	all	1.000000	54	47	358	286	0.97	0.590	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]
K00301	488.87	domain	all	0.923747	63	57	534	383	1.89	0.590	sarcosine oxidase [EC:1.5.3.1]
K00302	266.43	full	all	0.827727	1143	966	2276	961	3.76	0.590	sarcosine oxidase, subunit alpha [EC:1.5.3.1]
K00303	289.07	domain	all	0.922065	1538	1314	1165	380	4.32	0.590	sarcosine oxidase, subunit beta [EC:1.5.3.1]
K00304	69.23	full	trim	0.864761	838	641	287	100	1.72	0.590	sarcosine oxidase, subunit delta [EC:1.5.3.1]
K00305	81.17	domain	all	0.867044	809	681	514	192	7.18	0.590	sarcosine oxidase, subunit gamma [EC:1.5.3.1]
K00306	267.07	full	trim	0.915217	619	607	2846	382	4.12	0.590	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00307	-	-	-	-	2	2	547	538	0.43	0.589	reticuline oxidase [EC:1.21.3.3]
K00308	616.67	domain	all	0.926370	137	136	1664	509	1.49	0.590	N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00310	297.63	domain	all	0.775090	114	113	1024	361	2.06	0.590	pyrimidodiazepine synthase [EC:1.5.4.1]
K00311	229.77	full	all	0.982342	2138	1845	3539	551	2.28	0.590	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00312	448.87	full	all	0.978312	263	210	1340	351	0.79	0.588	wingless-type MMTV integration site family, member 3
K00313	311.33	full	all	0.995616	855	575	968	432	2.59	0.590	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00314	730.57	full	trim	0.955370	212	201	2564	890	1.40	0.590	sarcosine dehydrogenase [EC:1.5.8.3]
K00315	774.77	full	all	0.987308	492	479	2193	812	1.71	0.590	dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	335.20	full	all	1.000000	171	148	935	621	2.01	0.590	spermidine dehydrogenase [EC:1.5.99.6]
K00317	724.70	full	all	1.000000	107	100	878	691	1.08	0.591	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	162.40	full	all	0.732607	1780	1530	3277	417	5.43	0.590	proline dehydrogenase [EC:1.5.-.-]
K00319	252.83	full	all	1.000000	97	84	303	276	0.90	0.589	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]
K00320	212.37	full	all	0.974881	210	183	575	328	4.05	0.590	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00322	373.73	full	all	0.983871	1164	724	2037	478	2.54	0.590	NAD(P) transhydrogenase [EC:1.6.1.1]
K00323	813.23	domain	all	0.960917	349	333	2760	1062	1.29	0.589	H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]
K00324	377.60	domain	all	0.669083	4114	3037	1599	406	3.25	0.590	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
K00325	550.63	full	all	0.976933	2617	1948	2028	454	1.82	0.590	H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
K00326	147.53	full	all	0.721890	1763	1708	4680	268	6.12	0.590	cytochrome-b5 reductase [EC:1.6.2.2]
K00327	546.90	full	all	0.925645	780	761	5321	644	3.42	0.590	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00329	270.70	domain	all	0.390358	1094	945	1222	306	4.88	0.590	NADH dehydrogenase [EC:7.1.1.2]
K00330	108.67	full	all	0.840397	3399	2236	1061	122	2.53	0.590	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K00331	225.60	domain	all	0.679361	3450	2160	1621	167	1.41	0.591	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
K00332	166.57	domain	all	0.701913	2492	2021	2382	164	3.74	0.590	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K00333	496.17	domain	all	0.659917	2573	2046	1498	387	2.06	0.591	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K00334	141.20	domain	all	0.667392	3223	2290	1862	184	5.18	0.590	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00335	562.67	full	all	0.745807	3308	2521	3448	486	3.50	0.590	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K00336	657.77	full	all	0.725464	3000	2481	3523	681	5.33	0.590	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
K00337	371.63	full	all	0.834125	3501	2600	3011	321	2.42	0.590	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K00338	124.93	domain	all	0.693458	3371	2282	1581	160	2.49	0.590	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K00339	114.03	full	all	0.867141	3317	2416	1745	159	3.76	0.590	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K00340	83.27	full	all	0.851685	3257	1978	414	101	2.95	0.590	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K00341	528.83	domain	all	0.847751	3308	2706	5425	607	2.46	0.590	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00342	523.20	full	all	0.794885	3566	2852	3212	482	3.89	0.590	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K00343	317.43	domain	all	0.859195	3367	2676	2781	459	3.91	0.590	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K00344	258.83	domain	all	0.853815	6081	5132	4605	319	5.60	0.590	NADPH2:quinone reductase [EC:1.6.5.5]
K00345	157.27	full	all	1.000000	117	109	435	241	1.13	0.589	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:1.6.5.-]
K00346	130.50	domain	all	0.997057	934	677	719	447	2.29	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]
K00347	280.20	full	trim	0.987640	969	654	859	376	1.99	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]
K00348	100.37	domain	trim	0.997063	990	682	821	247	3.09	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]
K00349	237.37	full	all	0.999130	968	576	327	209	0.89	0.592	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]
K00350	226.20	full	all	0.996581	1020	587	615	205	0.97	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]
K00351	285.03	full	all	0.995468	978	665	940	406	1.75	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354	424.80	domain	trim	0.634998	750	642	1111	363	2.65	0.590	NADPH2 dehydrogenase [EC:1.6.99.1]
K00355	121.50	domain	trim	0.880932	1474	1206	1074	214	4.68	0.590	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00356	267.67	domain	all	0.390914	1094	945	1222	306	4.78	0.590	NADH dehydrogenase [EC:1.6.99.3]
K00357	134.23	full	all	0.985403	256	236	976	240	1.71	0.590	dihydropteridine reductase [EC:1.5.1.34]
K00360	511.97	domain	all	0.727339	158	151	1660	461	1.75	0.590	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
K00362	530.67	domain	all	0.911945	2700	2227	3967	782	3.17	0.590	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	94.17	domain	all	0.860094	2143	1555	647	112	3.34	0.590	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	328.93	full	all	0.978917	1628	1139	1276	346	1.78	0.590	GMP reductase [EC:1.7.1.7]
K00365	213.53	full	all	0.984280	674	645	1152	289	2.52	0.590	urate oxidase [EC:1.7.3.3]
K00366	549.00	domain	trim	0.861498	634	574	2397	524	3.39	0.590	ferredoxin-nitrite reductase [EC:1.7.7.1]
K00367	1031.23	full	all	0.947377	181	171	1599	726	1.33	0.589	ferredoxin-nitrate reductase [EC:1.7.7.2]
K00368	209.90	full	all	0.972989	754	610	2493	346	3.11	0.590	nitrite reductase (NO-forming) [EC:1.7.2.1]
K00370	387.73	domain	all	0.985827	1733	1281	2432	1206	2.14	0.590	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00371	324.90	domain	all	0.984331	1683	1102	1871	513	1.13	0.590	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	990.73	domain	all	0.809724	1327	1216	3184	836	2.37	0.590	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	64.17	full	all	0.984504	1652	1081	858	205	4.38	0.590	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	62.87	full	all	0.979226	1683	1038	855	227	2.55	0.590	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00375	369.70	full	all	0.975279	4809	4041	3925	458	4.70	0.590	GntR family transcriptional regulator / MocR family aminotransferase
K00376	374.77	full	all	1.000000	481	385	1360	629	1.32	0.590	nitrous-oxide reductase [EC:1.7.2.4]
K00380	494.83	domain	all	0.781025	2532	2015	5164	620	6.48	0.590	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	561.00	full	trim	0.954419	2338	1763	2740	539	2.90	0.590	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	410.57	full	all	0.883634	10160	8042	5162	461	3.75	0.590	dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383	512.57	full	all	0.881531	3231	2638	2675	448	2.55	0.590	glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	298.60	full	all	0.803993	8737	6991	4787	306	5.26	0.590	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	443.40	full	all	1.000000	189	124	388	333	0.76	0.590	anaerobic sulfite reductase subunit C
K00387	390.33	domain	trim	0.904304	542	522	3328	405	2.42	0.590	sulfite oxidase [EC:1.8.3.1]
K00389	30.00	domain	all	0.993307	1199	893	890	110	4.28	0.590	putative membrane protein
K00390	199.60	domain	all	0.845936	3453	2780	3270	237	5.10	0.590	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	531.83	full	trim	0.898195	939	843	2186	571	2.78	0.590	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	355.47	full	all	1.000000	192	182	887	595	1.40	0.591	adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K00395	70.37	domain	all	0.997101	190	174	233	132	1.50	0.590	adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00399	804.37	full	all	1.000000	123	113	639	555	0.73	0.589	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]
K00400	556.83	full	all	1.000000	186	166	751	559	1.19	0.590	methyl coenzyme M reductase system, component A2
K00401	565.30	full	all	1.000000	124	106	490	444	0.85	0.591	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]
K00402	364.37	full	all	1.000000	123	106	295	253	0.76	0.591	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]
K00404	684.33	full	trim	0.846237	1630	1255	1077	477	2.70	0.590	cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]
K00405	251.00	domain	trim	0.851771	1534	1136	1377	207	2.07	0.589	cytochrome c oxidase cbb3-type subunit II
K00406	89.47	domain	all	0.971112	1698	1419	2486	259	5.10	0.590	cytochrome c oxidase cbb3-type subunit III
K00407	23.60	domain	all	0.997083	1246	854	239	53	15.20	1.047	cytochrome c oxidase cbb3-type subunit IV
K00408	434.93	full	all	0.855317	241	207	1611	338	1.80	0.589	wingless-type MMTV integration site family, member 4
K00410	764.23	full	all	0.747937	52	48	743	648	0.93	0.589	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	75.80	domain	all	0.997612	2406	1891	2163	210	2.44	0.590	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K00412	285.67	full	all	0.935114	1930	1512	2662	397	3.58	0.590	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	51.73	full	all	0.957739	2170	1780	3126	260	3.22	0.590	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	729.20	full	all	0.820941	157	153	768	477	1.42	0.589	ubiquinol-cytochrome c reductase core subunit 1
K00415	365.30	full	all	0.874393	374	365	1482	451	3.82	0.590	ubiquinol-cytochrome c reductase core subunit 2
K00416	35.67	full	all	0.993479	597	539	961	88	3.06	0.647	ubiquinol-cytochrome c reductase subunit 6
K00417	45.67	full	all	0.999028	572	514	688	121	4.25	0.590	ubiquinol-cytochrome c reductase subunit 7
K00418	35.07	full	trim	0.996716	330	300	287	103	3.22	0.590	ubiquinol-cytochrome c reductase subunit 8
K00419	45.80	full	all	0.997365	441	378	516	62	4.86	0.902	ubiquinol-cytochrome c reductase subunit 9
K00420	33.77	domain	trim	0.994949	222	198	338	56	6.17	0.994	ubiquinol-cytochrome c reductase subunit 10
K00422	234.47	full	all	0.977088	518	511	1968	541	2.11	0.589	polyphenol oxidase [EC:1.10.3.1]
K00423	591.13	domain	all	0.903141	602	572	2806	554	3.38	0.590	L-ascorbate oxidase [EC:1.10.3.3]
K00424	33.53	full	all	0.999045	1070	525	603	139	2.34	0.590	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K00425	48.00	full	all	1.000000	5371	3842	2892	440	3.98	0.590	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K00426	29.70	domain	all	0.998534	5347	3747	1541	335	4.88	0.590	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K00427	974.50	full	all	0.965669	362	194	809	553	0.56	0.592	L-lactate permease
K00428	29.30	domain	all	0.968762	2731	2360	6171	318	5.88	0.590	cytochrome c peroxidase [EC:1.11.1.5]
K00430	92.00	domain	all	0.988928	8944	8412	9246	307	2.64	0.590	peroxidase [EC:1.11.1.7]
K00431	1032.00	full	all	0.930623	153	153	2661	880	1.08	0.591	thyroid peroxidase [EC:1.11.1.8]
K00432	37.67	domain	all	0.933308	5988	4885	3210	160	2.91	0.590	glutathione peroxidase [EC:1.11.1.9]
K00433	192.77	full	all	0.978285	1463	1246	1033	274	3.80	0.590	non-heme chloroperoxidase [EC:1.11.1.10]
K00434	299.40	full	all	0.801199	948	891	2229	254	2.44	0.590	L-ascorbate peroxidase [EC:1.11.1.11]
K00435	264.83	full	all	0.996124	423	259	413	249	1.61	0.590	Fe-coproporphyrin III decarboxylase [EC:1.11.1.-]
K00436	634.63	full	all	0.974296	170	160	707	474	1.90	0.590	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]
K00437	919.10	full	all	0.933333	25	24	619	552	0.64	0.588	[NiFe] hydrogenase large subunit [EC:1.12.2.1]
K00440	274.23	full	all	0.979798	110	102	595	405	1.72	0.590	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]
K00441	206.13	full	all	0.754918	364	337	1847	347	3.94	0.590	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
K00442	132.10	full	all	0.995434	125	110	307	163	1.59	0.590	coenzyme F420 hydrogenase subunit delta
K00443	199.50	full	all	1.000000	109	97	459	235	1.03	0.589	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
K00444	449.00	full	trim	0.893906	350	299	2027	359	1.32	0.591	wingless-type MMTV integration site family, member 5
K00445	406.67	full	all	0.954921	210	193	1294	350	0.95	0.591	wingless-type MMTV integration site family, member 6
K00446	200.97	full	all	0.980054	532	474	687	309	3.76	0.590	catechol 2,3-dioxygenase [EC:1.13.11.2]
K00448	155.87	full	trim	0.992671	901	689	583	191	1.93	0.590	protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]
K00449	154.73	full	all	0.933063	1063	804	881	218	3.47	0.590	protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]
K00450	67.33	full	trim	0.963879	653	546	1180	342	4.34	0.590	gentisate 1,2-dioxygenase [EC:1.13.11.4]
K00451	63.70	full	all	1.000000	1919	1697	2147	430	2.69	0.590	homogentisate 1,2-dioxygenase [EC:1.13.11.5]
